id,tag
11944,Marketplace
11944,IoT
11943,Trading
11941,Marketplace
11941,Housing
11941,Community
11940,Fintech
11940,Consumer
11936,Carbon Capture and Removal
11936,Machine Learning
11936,Climate
11935,Warehouse Management Tech
11935,B2B
11935,AI
11934,Consumer
11934,Logistics
11934,Supply Chain
11934,Food Tech
11934,Retail
11932,Consumer
11932,Community
11932,Subscriptions
11927,Payments
11927,E-Commerce
11926,Banking as a Service
11926,Fintech
11925,Alternative Battery Tech
11925,Hardware
11925,Alternative Fuels
11925,Climate
11924,Artificial Intelligence
11924,SaaS
11924,eLearning
11924,Productivity
11924,Sales
11922,Medical Robotics
11919,Robotics
11919,Retail Tech
11895,Deep Learning
11895,IoT
11895,Computer Vision
1898,Artificial Intelligence
1898,Machine Learning
1898,SaaS
12391,Real Estate
12391,Housing
12372,Sports Tech
12372,Gaming
12366,Fintech
12366,Consumer
12366,Health Insurance
12344,Fintech
12344,Real Estate
12275,Industrial Workplace Safety
12275,SaaS
12271,Generative AI
12271,Computer Vision
12271,E-commerce
12271,AI
12260,Machine Learning
12260,SaaS
12260,LegalTech
12241,Climate
12241,Cultivated Meat
12239,Developer Tools
12239,Productivity
12238,Finance
12238,India
12078,Team Collaboration
12078,Collaboration
12038,Smart Home Assistants
12038,IoT
12034,Artificial Intelligence
12031,Payments
12031,Infrastructure
12009,Developer Tools
12009,Design Tools
12002,Education
12002,SaaS
11985,Education
11985,SaaS
11972,SaaS
11972,Proptech
11972,Enterprise
11966,Artificial Intelligence
11966,SaaS
11966,B2B
11965,Developer Tools
11965,SaaS
11965,B2B
11938,Fintech
11938,Investments
11931,SaaS
11931,Geographic Information System
11928,Restaurant Tech
11928,CRM
11921,Security
11921,Cybersecurity
12415,Machine Learning
12415,Genomics
12387,Real Estate
12362,Marketplace
12284,Social
12284,Social Network
12277,AI-Enhanced Learning
12277,Artificial Intelligence
12277,Education
12277,Productivity
12265,Artificial Intelligence
12265,Cybersecurity
12265,Enterprise
12258,Analytics
12258,Data Engineering
12252,Genomics
12090,Sleep Tech
12079,Digital Health
12079,Healthcare
12079,Telemedicine
12073,Fintech
12073,SaaS
12073,B2B
12072,Education
12072,Careers
12068,Fintech
12068,Marketplace
12068,SaaS
12047,Quantum Computing
12045,Productivity
12045,Collaboration
12045,Sales Enablement
12041,Retail Tech
12033,E-Commerce
12033,Fashion
12015,Artificial Intelligence
12015,NLP
12013,Artificial Intelligence
12013,Gaming
12011,AI-powered Drug Discovery
12004,Delivery
12004,Food
12004,Reviews
11990,Travel
11982,Customer Success
11982,Team Collaboration
11971,Batteryless IoT Sensors
11971,Hardware
11964,SaaS
11964,Finance
11964,E-commerce
11957,Climate
11957,Renewable Energy
11955,Data Engineering
11954,SaaS
11954,B2B
11954,Community
11949,Air Taxis
11949,Commercial Space Launch
11949,Hardware
11949,Sustainable Tourism
11949,Space Exploration
11942,SaaS
11942,Augmented Reality
11942,Navigation
11939,Gaming
11930,Consumer Health Services
11930,Telemedicine
11923,Community
12565,B2B
12565,Logistics
27271,Media
27271,Careers
22571,Metaverse
12941,Genomics
12941,Therapeutics
12941,Drug discovery
12911,Consumer
12903,Grocery
12903,Consumer
12903,Delivery
12903,Logistics
12903,E-commerce
12897,Fintech
12897,E-commerce
12878,SaaS
12878,Procurement
12877,Commercial Space Launch
12877,Hard Tech
12877,Space Exploration
12876,Developer Tools
12875,Marketplace
12867,Cloud Computing
12865,Industrial Workplace Safety
12865,Analytics
12865,Manufacturing
12865,Industrial
12863,Artificial Intelligence
12863,Generative AI
12863,SaaS
12863,B2B
12863,Collaboration
12862,Developer Tools
12862,SaaS
12862,B2B
12862,Analytics
12861,Biotech
12860,Developer Tools
12860,Machine Learning
12857,Developer Tools
12857,SaaS
12856,Crypto / Web3
12855,Messaging
12855,Marketing
12855,Automation
12854,Consumer Health Services
12854,Health Tech
12851,Artificial Intelligence
12851,NLP
12850,Construction
12850,B2B
12850,Delivery
12850,Logistics
12850,Electric Vehicles
12848,Developer Tools
12848,SaaS
12848,Design Tools
12847,Marketplace
12847,Proptech
12846,Artificial Intelligence
12846,Deep Learning
12846,Computer Vision
12845,Developer Tools
12845,SaaS
12845,B2B
12843,Fintech
12842,SaaS
12842,GovTech
12842,B2B
12841,Fintech
12841,Latin America
12839,Fintech
12838,Carbon Capture and Removal
12838,Hard Tech
12838,Hardware
12838,Climate
12838,ClimateTech
12837,Civic Tech
12837,Nonprofit
12836,Marketplace
12836,Logistics
12834,Fintech
12834,Payments
12833,Mental Health Tech
12833,Consumer Health Services
12832,Machine Learning
12830,Grocery
12830,Supply Chain
12829,Fintech
12821,Analytics
12821,Enterprise
12797,Enterprise
12769,Education
12769,Media
12768,Virtual Reality
12768,Gaming
12768,Social
12760,Fintech
12760,Payments
12738,Artificial Intelligence
12727,Finance
12723,Social Media
12711,Sustainable Fashion
12711,Consumer
12711,E-commerce
12711,Supply Chain
12705,Climate
12705,Energy
12705,ClimateTech
12700,Social Network
12682,Hardware
12682,SaaS
12682,Collaboration
12677,AI-Enhanced Learning
12677,Climate
12677,Mining
12675,Developer Tools
12675,Open Source
12674,Education
12674,Remote
12666,Hard Tech
12666,Nanotechnology
12666,Advanced Materials
12664,Genomics
12664,Nanotechnology
12663,Biotech
12663,Genomics
12663,Drug discovery
12662,Recruiting
12662,Healthcare
12661,Developer Tools
12661,Fintech
12661,B2B
12660,Artificial Intelligence
12660,Developer Tools
12660,Generative AI
12660,Machine Learning
12660,Gaming
12659,B2B
12659,Workflow Automation
12659,Recruiting
12659,HR Tech
12659,Talent Acquisition
12653,Consumer Health Services
12653,Digital Health
12648,Recruiting
12648,Legal
12648,LegalTech
12647,DeFi
12647,Crypto / Web3
12646,Construction
12645,Consumer Health Services
12645,Telehealth
12645,Pediatrics
12643,Education
12643,Emerging Markets
12642,SaaS
12642,Cannabis
12641,Hardware
12641,Housing
12641,Proptech
12640,Hardware
12640,Community
12640,Kubernetes
12639,Marketplace
12639,SaaS
12639,Proptech
12637,Developer Tools
12637,SaaS
12637,Open Source
12632,Artificial Intelligence
12632,Medical Robotics
12632,Augmented Reality
12631,Education
12631,Fintech
12626,SaaS
12626,Human Resources
12626,Immigration
12625,Fintech
12625,Real Estate
12623,Hardware
12623,GovTech
12623,Radar
12622,Hard Tech
12622,Robotics
12622,Food & Beverage
12622,AI
12621,Hardware
12621,Climate
12621,Renewable Energy
12619,Mental Health Tech
12619,Sleep Tech
12619,Consumer Health Services
12618,Developer Tools
12618,SaaS
12618,Open Source
12615,Developer Tools
12615,DevSecOps
12615,"Security Orchestration, Automation and Response (SOAR)"
12615,Security
12615,Open Source
12614,Artificial Intelligence
12614,Biotech
12614,Healthcare
12614,Drug discovery
12612,AIOps
12612,Marketplace
12611,Deep Learning
12611,Hardware
12611,Medical Devices
12609,Fintech
12609,Machine Learning
12609,AI
12608,Fintech
12608,Machine Learning
12608,Crypto / Web3
12608,Data Engineering
12600,Real Estate
12600,Insurance
12598,Analytics
12598,Big Data
12598,Data Engineering
12597,Robotics
12597,Drones
12597,Manufacturing
12597,Aerospace
12597,Self-Driving Vehicles
12585,Marketplace
12582,Health Tech
12582,Workflow Automation
12582,Digital Health
12582,Healthcare
12582,Healthcare IT
12578,E-commerce
12578,Apparel
12578,Fashion
12575,Fintech
12575,SaaS
12575,B2B
12574,Grocery
12574,Marketplace
12574,E-commerce
12574,Food & Beverage
12574,Advertising
12572,Machine Learning
12572,Marketplace
12572,E-commerce
12564,Education
12560,Fintech
12560,SaaS
12555,Consumer Health Services
12554,Fertility Tech
12554,Consumer Health Services
12554,Digital Health
12554,Healthcare
12554,Health & Wellness
12553,Artificial Intelligence
12553,Sports Tech
12553,Consumer
12553,Fitness
12553,Health & Wellness
12550,Artificial Intelligence
12550,Generative AI
12550,B2B
12550,NLP
12550,AI
12549,Artificial Intelligence
12549,Data Engineering
12549,AI Assistant
12548,E-commerce
12547,Fintech
12547,Marketplace
12547,Payments
12547,Construction
12547,Payroll
12546,Gaming
12546,Metaverse
12545,Fintech
12545,SaaS
12536,Entertainment
12536,Marketing
12536,Creator Economy
12536,AI
12536,AI Assistant
12534,Developer Tools
12534,Messaging
12533,Fintech
12533,Crypto / Web3
12533,Real Estate
12533,Investing
12532,Health Tech
12532,Finance
12532,Digital Health
12532,Enterprise Software
12531,AI-powered Drug Discovery
12531,Cellular Agriculture
12531,Machine Learning
12527,Marketplace
12527,Collaboration
12527,Marketing
12527,Retail Tech
12527,Retail
12525,SaaS
12525,Productivity
12525,CRM
12507,Generative AI
12507,AI
12504,Fintech
12504,B2B
12454,Education
12425,SaaS
12243,SaaS
12240,Fintech
12129,B2B
12129,Recruiting
12076,Consumer
12076,Climate
12040,Artificial Intelligence
12040,SaaS
12040,B2B
12040,Restaurant Tech
12040,Food Tech
12008,Fintech
12008,Remittances
12008,Immigration
12728,Logistics
12728,India
12710,SaaS
12669,SaaS
12669,B2B
12669,Open Source
12669,Data Engineering
12655,Fintech
12654,Payments
12654,Identity
12628,Developer Tools
12628,SaaS
12627,Fintech
12627,SaaS
12627,Real Estate
12599,Fintech
12591,SaaS
12584,Analytics
12580,Hardware
12580,Neurotechnology
12580,Medical Devices
12573,Data Visualization
12542,AI
12530,SaaS
12530,Food Tech
12509,Developer Tools
12509,SaaS
12509,Analytics
1880,Community
1880,Recruiting
12890,Developer Tools
12890,SaaS
12890,B2B
12890,Design Tools
12868,Insurance
12868,Latin America
12853,Fintech
12853,Crypto / Web3
12849,Restaurant Tech
12849,API
12849,Latin America
12844,SaaS
12844,B2B
12835,Fintech
12835,Crypto / Web3
12741,SaaS
12741,E-commerce
12741,Retail
12741,SMB
12740,India
12740,Podcasts
12737,Edge Computing Semiconductors
12737,Hardware
12737,Open Source
12737,AI
12676,Developer Tools
12658,Education
12658,Fintech
12657,Fertility Tech
12657,Hardware
12656,E-commerce
12630,SaaS
12630,Collaboration
12629,India
12624,Community
12613,Developer Tools
12613,Machine Learning
12613,Robotic Process Automation
12610,Artificial Intelligence
12583,Productivity
12583,Collaboration
12579,Therapeutics
12579,Drug discovery
12571,Compliance
12571,Privacy
12571,Regtech
12570,CRM
12544,Social Network
12541,Health Tech
12526,Virtual Reality
12526,Entertainment
12526,Media
12461,Fintech
12461,SaaS
12453,Education
12453,Fintech
12453,Crypto / Web3
12452,SaaS
11987,Real Estate
11947,E-Commerce
11947,Women's Health
11947,Fashion
11929,Construction
11929,Housing
11929,Proptech
13208,Marketplace
13208,E-commerce
13673,Developer Tools
13673,SaaS
13673,B2B
13672,Biotech
13672,Genomics
13671,Synthetic Biology
13671,Biotech
13627,Banking as a Service
13627,Fintech
13627,B2B
13620,Gaming
13620,eSports
13616,AI-powered Drug Discovery
13616,Quantum Computing
13610,Fintech
13610,SaaS
13601,Biotech
13601,Therapeutics
13579,Developer Tools
13579,Robotic Process Automation
13579,Workflow Automation
13573,Fintech
13573,SaaS
13573,B2B
13572,Recruiting
13572,HR Tech
13570,SaaS
13557,Fintech
13557,SaaS
13557,B2B
13549,Developer Tools
13549,Open Source
13549,Data Engineering
13548,Health Tech
13548,Medical Devices
13532,Synthetic Biology
13532,Biotech
13532,Climate
13532,Agriculture
13525,Machine Learning
13525,IoT
13525,Climate
13525,Energy
13524,Digital Freight Brokerage
13523,Logistics
13522,Artificial Intelligence
13522,Machine Learning
13522,Weather
13522,Climate
13522,AI
13520,Marketplace
13520,SaaS
13520,B2B
13519,API
13519,AI
13516,Consumer Health Services
13512,B2B
13512,Remote Work
13511,SaaS
13511,Housing
13509,Marketplace
13509,Social Network
13508,Fintech
13508,SaaS
13508,B2B
13508,Travel
13506,Nanotechnology
13505,SaaS
13504,Documents
13504,Deep Learning
13504,Fintech
13502,Workflow Automation
13502,Productivity
13502,Remote Work
13500,Fintech
13500,Neobank
13499,Developer Tools
13499,SMS
13498,Artificial Intelligence
13498,Banking as a Service
13498,Digital Freight Brokerage
13497,SaaS
13497,B2B
13497,Enterprise
13495,Fintech
13495,Consumer Finance
13494,Marketplace
13494,B2B
13488,Health Tech
13488,Latin America
13485,Fintech
13485,B2B
13483,Developer Tools
13483,Robotic Process Automation
13483,B2B
13482,Fintech
13482,Payments
13482,B2B
13479,Robotics
13477,Autonomous Delivery
13477,Drones
13476,Commercial Space Launch
13476,Robotics
13472,Machine Learning
13472,Computer Vision
13472,E-commerce
13472,AI Assistant
13471,Fintech
13471,Marketplace
13442,Biotech
13442,Diagnostics
13434,Nonprofit
13430,Health Tech
13430,Health & Wellness
13415,Health Insurance
13414,Developer Tools
13414,Productivity
13412,Fintech
13412,India
13412,Investing
13408,Education
13400,Recruiting
13400,HR Tech
13391,Fintech
13391,India
13391,Investing
13389,Education
13389,eLearning
13389,India
13372,B2B
13372,E-commerce
13372,Retail
13353,Marketplace
13353,SaaS
13353,Recruiting
13352,SaaS
13352,B2B
13352,Logistics
13352,Supply Chain
13352,Transportation
13351,Hardware
13351,Robotics
13351,Health Tech
13351,Medical Devices
13351,Automation
13350,India
13350,Creator Economy
13348,Artificial Intelligence
13348,Construction
13348,B2B
13347,Marketplace
13347,B2B
13346,Vertical Farming
13346,Agriculture
13344,Artificial Intelligence
13344,Generative AI
13344,SaaS
13344,B2B
13344,AI
13343,eLearning
13343,India
13343,Kids
13335,Fintech
13335,Social
13335,India
13335,Consumer Finance
13335,Diversity & Inclusion
13334,Developer Tools
13334,SaaS
13334,AI
13334,AI Assistant
13333,Fintech
13333,SaaS
13332,AI-powered Drug Discovery
13332,Machine Learning
13332,COVID-19
13322,Compliance
13322,Cybersecurity
13321,Health Tech
13321,Digital Health
13321,API
13321,Health & Wellness
13320,B2B
13320,Productivity
13320,Sales
13319,SaaS
13319,Design Tools
13319,Creator Economy
13316,Consumer Health Services
13316,Healthcare
13316,Telemedicine
13312,B2B
13312,Open Source
13311,SaaS
13311,Security
13309,Artificial Intelligence
13309,Fintech
13309,Finance
13309,B2B
13305,Fintech
13305,SaaS
13305,Travel
13303,SaaS
13303,B2B
13302,Mobility
13302,Electric Vehicles
13273,Developer Tools
13273,SaaS
13273,B2B
13273,AI
13265,SaaS
13265,API
13242,SaaS
13242,Analytics
13242,API
13242,Data Visualization
13241,Marketplace
13241,Human Resources
13241,B2B
13241,Entertainment
13241,Creator Economy
13240,Grocery
13239,Developer Tools
13239,SaaS
13234,Developer Tools
13234,SaaS
13234,Kubernetes
13233,Developer Tools
13233,SaaS
13233,B2B
13233,Productivity
13231,Security
13231,Cybersecurity
13231,Databases
13227,SaaS
13224,Artificial Intelligence
13224,Education
13218,B2B
13218,AI
13217,AI-powered Drug Discovery
13217,Biotech
13217,Therapeutics
13217,Drug discovery
13215,Fintech
13215,Consumer Health Services
13213,Community
13211,Developer Tools
13211,SaaS
13211,Data Engineering
13207,Fintech
13207,Crypto / Web3
13205,Developer Tools
13205,Data Engineering
13185,Generative AI
13185,Crypto / Web3
13185,Data Engineering
13179,Developer Tools
13179,Kubernetes
13176,Fintech
13176,SaaS
13176,Logistics
13175,Infrastructure
13174,Fintech
13172,Marketplace
13172,Entertainment
13172,Social
13170,Fintech
13170,HR Tech
13169,Marketplace
13169,Electronics
13168,Developer Tools
13168,DevSecOps
13167,Satellites
13167,Telecommunications
13165,Fintech
13165,Crypto / Web3
13164,Education
13164,B2B
13164,Enterprise
13151,Carbon Capture and Removal
13151,SaaS
13151,Climate
13149,Fintech
13149,Proptech
13147,Developer Tools
13147,Machine Learning
13147,Community
13147,Open Source
13147,AI
13145,SaaS
13145,AI
13144,Artificial Intelligence
13144,Deep Learning
13144,Developer Tools
13143,Artificial Intelligence
13143,Marketplace
13143,E-commerce
13141,Artificial Intelligence
13141,Enterprise
13141,Infrastructure
13133,Health Tech
13133,Healthcare
13122,Logistics
13122,Supply Chain
13122,AI
13121,Machine Learning
13121,Construction
13121,B2B
13121,Proptech
13121,API
13120,Mental Health Tech
13120,Consumer Health Services
13119,Developer Tools
13119,SaaS
13119,Design Tools
13118,Robotics
13118,Health Tech
13118,Medical Devices
13118,AI
13116,B2B
13116,E-commerce
13115,SaaS
13109,Marketplace
13109,Computer Vision
13109,B2B
13109,Advertising
13109,AI
13105,SaaS
13105,Supply Chain
13104,Generative AI
13104,Sales
13104,Marketing
13104,SEO
13102,SaaS
13102,Analytics
13101,Health Tech
13101,Healthcare
13101,AI
13099,Mental Health Tech
13099,Healthcare
13099,Telemedicine
13098,Developer Tools
13098,Machine Learning
13098,Open Source
13096,Developer Tools
13096,SaaS
13096,B2B
13096,Messaging
13096,Analytics
13088,SaaS
13088,B2B
13088,Data Engineering
13085,Autonomous Trucking
13085,Hard Tech
13085,Robotics
13084,Artificial Intelligence
13084,Climate
13084,Mining
13083,Fintech
13083,Real Estate
13083,Latin America
13081,Machine Learning
13081,Synthetic Biology
13081,Drug discovery
13072,Fintech
13067,Developer Tools
13067,SaaS
13058,SaaS
13058,B2B
13050,Marketplace
13050,Creator Economy
12974,Design
12974,Design Tools
12950,Fintech
12950,Entertainment
12871,Artificial Intelligence
12831,Fintech
12743,Healthcare
12743,Insurance
12743,Primary Care
12742,FinOps
12742,Finance
12742,B2B
12726,Health Tech
12725,Marketplace
12725,Consumer Health Services
12725,Telemedicine
12725,Mental Health
12724,Cloud Workload Protection
12724,Machine Learning
12724,Analytics
12724,Open Source
12724,Data Engineering
12638,Artificial Intelligence
12638,Conversational AI
12638,AI Assistant
12581,Bioplastic
12581,Synthetic Biology
12581,Climate
12581,ClimateTech
13507,Fintech
13503,Fintech
13503,Marketplace
13501,Mental Health Tech
13484,Fintech
13484,Proptech
13475,Fintech
13475,B2B
13354,Fintech
13354,B2B
13341,Fintech
13341,B2B
13341,Retail
13340,Consumer
13340,India
13340,Edtech
13315,SaaS
13315,Productivity
13315,Calendar
13238,Generative AI
13238,SaaS
13238,Design Tools
13236,Fintech
13236,Healthcare
13236,Health Insurance
13236,Insurance
13219,Genomics
13198,Air Taxis
13198,Airplanes
13198,Logistics
13198,Climate
13160,Scheduling
13160,Logistics
13157,Payments
13157,API
13156,Community
13156,Social
13146,Entertainment
13146,Video
13146,Media
13146,Live
13110,SaaS
13110,B2B
13108,Fintech
13108,Finance
13100,Artificial Intelligence
13100,Fitness
13095,Developer Tools
13095,SaaS
13095,B2B
13079,Biotech
13079,Healthcare
13075,Analytics
13075,DevOps
13074,Artificial Intelligence
13074,SaaS
13052,SaaS
13052,B2B
13674,Auto Commerce
13674,Marketplace
13536,Workflow Automation
13536,Recruiting
13526,Health Tech
13526,Biotech
13496,Fintech
13496,Subscriptions
13486,Fintech
13486,Logistics
13486,Sales
13486,E-commerce
13486,Retail
13480,Grocery
13480,Delivery
13473,Real Estate
13473,Latin America
13406,Marketplace
13406,SaaS
13406,B2B
13405,Artificial Intelligence
13405,Machine Learning
13405,Data Engineering
13362,SaaS
13362,Community
13349,Machine Learning
13349,SaaS
13349,Retail Tech
13337,Fintech
13310,SaaS
13310,B2B
13223,Gaming
13220,Health Tech
13220,Diagnostics
13214,Developer Tools
13214,Robotics
13214,Manufacturing
13209,Machine Learning
13209,DevOps
13206,Marketplace
13206,Consumer
13206,Social
13206,Food Tech
13206,Creator Economy
13204,Grocery
13204,Delivery
13200,Sports Tech
13200,Fitness
13200,Health & Wellness
13199,Sustainable Fashion
13195,Fintech
13195,SaaS
13178,Biotech
13178,Genomics
13178,Therapeutics
13177,Artificial Intelligence
13177,Security
13171,Marketplace
13171,Smart Clothing
13171,Sustainable Fashion
13166,FinOps
13166,Marketplace
13166,Proptech
13161,Machine Learning
13161,SaaS
13161,B2B
13161,Productivity
13161,AI
13158,Productivity
13148,SaaS
13148,B2B
13140,Drones
13140,Unmanned Vehicle
13140,Aerospace
13117,Video
13117,Social
13117,Music
13114,Artificial Intelligence
13114,Hard Tech
13113,Artificial Intelligence
13113,E-commerce
13112,Machine Learning
13112,SaaS
13112,B2B
13111,Education
13111,Gaming
13111,Social
13107,SaaS
13107,B2B
13107,Sales Enablement
13106,Payments
13106,API
13103,Transportation
13103,Advertising
13087,Hardware
13087,Robotics
13087,Automation
13086,Fertility Tech
13061,Ghost Kitchens
13053,Developer Tools
13053,B2B
22111,Biotech
22111,Therapeutics
22353,SaaS
22353,B2B
22334,Therapeutics
22334,Psychedelics
22334,Mental Health
22323,Fintech
22323,SaaS
22323,Consumer
22323,Enterprise
22323,Neobank
22322,Fintech
22321,Compliance
22321,Healthcare
22321,API
22319,Hard Tech
22319,Biometrics
22319,Nanosensors
22319,Health Tech
22319,Health & Wellness
22307,Housing
22307,Proptech
22305,Biotech
22305,Manufacturing
22305,Climate
22303,B2B
22303,Logistics
22303,E-commerce
22303,Food Tech
22301,Hardware
22301,Machine Learning
22301,Sports Tech
22301,Fitness
22301,Gaming
22294,Fintech
22294,Machine Learning
22294,Marketplace
22294,Proptech
22278,Fintech
22278,Marketplace
22278,SaaS
22277,Fintech
22277,SaaS
22277,B2B
22273,Artificial Intelligence
22273,SaaS
22273,Collaboration
22273,Compliance
22272,Fintech
22272,HR Tech
22272,API
22267,Fintech
22267,SaaS
22267,B2B
22266,SaaS
22266,B2B
22257,Marketplace
22257,Real Estate
22257,Proptech
22248,SaaS
22248,B2B
22248,Data Engineering
22247,Collaboration
22247,Video
22247,Social
22246,Ghost Kitchens
22246,Marketplace
22246,Delivery
22241,Artificial Intelligence
22241,B2B
22241,Productivity
22241,Sales
22241,Sales Enablement
22218,E-commerce
22218,Food & Beverage
22218,Retail
22218,AI
22207,Synthetic Biology
22207,Medical Devices
22206,Hard Tech
22206,Nanosensors
22206,Health Tech
22206,Medical Devices
22206,Digital Health
22196,B2B
22196,Synthetic Biology
22196,Healthcare
22196,Insurance
22196,Data Science
22184,Consumer
22184,Messaging
22184,Social
22184,Social Network
22174,Fintech
22152,Payments
22152,Remittances
22151,Artificial Intelligence
22151,Generative AI
22151,Design
22151,Fashion
22148,Fintech
22148,SaaS
22141,SaaS
22141,Productivity
22141,Cybersecurity
22131,Generative AI
22131,SaaS
22131,B2B
22131,LegalTech
22126,Analytics
22126,Open Source
22126,Enterprise
22126,No-code
22124,Machine Learning
22124,Enterprise Software
22108,Fintech
22108,SaaS
22108,B2B
22108,Telecommunications
22092,Consumer
22092,E-commerce
22091,Developer Tools
22091,Open Source
22091,Big Data
22091,Data Engineering
22091,Databases
22088,Climate
22084,SaaS
22084,Fitness
22084,Health & Wellness
22083,Education
22083,Marketplace
22083,B2B
22083,Community
22083,Latin America
22082,SaaS
22082,Messaging
22082,Enterprise
22082,CRM
22082,Creator Economy
22080,Consumer Health Services
22080,Healthcare
22080,Diagnostics
22079,Cybersecurity
22077,Productivity
22076,SaaS
22076,B2B
22076,Data Engineering
22075,LegalTech
22062,Fintech
22062,Climate
22054,SaaS
22054,B2B
22050,Fintech
22050,B2B
22050,E-commerce
22050,Subscriptions
22050,Food Tech
22048,Education
22048,eLearning
22047,SaaS
22047,B2B
22047,Delivery
22046,Education
22046,Healthcare
22045,Gene Therapy
22045,CRISPR
22045,Biotech
22044,SaaS
22044,Digital Health
22043,Food Tech
22037,SaaS
22037,B2B
22037,Video
22026,Education
22026,Fintech
22022,Developer Tools
22022,Fintech
22022,SaaS
22021,SaaS
22021,B2B
22008,Deep Learning
22008,Developer Tools
22008,Generative AI
22008,Machine Learning
22008,AI
22007,Cloud Gaming
22007,Gaming
22007,Social
22004,Fintech
22004,Crypto / Web3
22004,Regtech
22003,Banking as a Service
22003,Fintech
22003,API
22002,Artificial Intelligence
22002,SaaS
22002,B2B
22002,E-commerce
22002,AI Assistant
22001,Fintech
22001,SaaS
22001,E-commerce
21998,Warehouse Management Tech
21998,B2B
21998,Supply Chain
21993,Artificial Intelligence
21993,Augmented Reality
21993,Entertainment
21993,Social
21993,Metaverse
21992,AI-powered Drug Discovery
21988,Payments
21988,B2B
21986,Digital Health
21986,Healthcare
21986,Health Insurance
21986,Health & Wellness
21985,Developer Tools
21985,Data Engineering
21985,DevOps
21979,Marketplace
21979,Climate
21979,Electric Vehicles
21969,Artificial Intelligence
21969,Autonomous Delivery
21969,Deep Learning
21969,Robotics
21969,Construction
21963,SaaS
21963,Delivery
21963,E-commerce
21962,SaaS
21962,Computer Vision
21962,B2B
21959,SaaS
21959,B2B
21959,No-code
21958,Education
21958,Entertainment
21958,Kids
21956,Education
21950,Neobank
21949,SaaS
21949,B2B
21947,Mental Health Tech
21947,Consumer Health Services
21947,Digital Health
21930,Mental Health Tech
21930,SaaS
21930,Health Tech
21916,Fintech
21916,Marketplace
21916,B2B
21915,Artificial Intelligence
21915,Fintech
21914,Fintech
21909,Documents
21906,Developer Tools
21906,SaaS
21906,B2B
21903,Fintech
21903,SaaS
21902,Hardware
21902,Machine Learning
21902,SaaS
21902,IoT
21902,Transportation
21898,Fintech
21897,Education
21897,eLearning
21896,SaaS
21896,Construction
21896,Housing
21894,Generative AI
21894,Machine Learning
21894,SaaS
21894,AI
21885,SaaS
21885,B2B
21885,Compliance
21885,Security
21885,Enterprise
21883,Developer Tools
21883,DevSecOps
21883,Kubernetes
21882,Fintech
21882,Health Tech
21882,B2B
21881,Biotech
21881,Genomics
21864,Health Tech
21864,Delivery
21864,Digital Health
21864,Healthcare
21863,Fintech
21863,SaaS
21862,Crypto / Web3
21860,Health Tech
21860,Telehealth
21860,Digital Health
21860,Healthcare
21860,Mental Health
21857,Generative AI
21857,Machine Learning
21857,E-commerce
21857,AI
21856,Fintech
21856,SaaS
21856,Nonprofit
21848,Developer Tools
21848,B2B
21848,Team Collaboration
21847,B2B
21847,Recruiting
21831,Fintech
21831,HR Tech
21829,Fintech
21829,SaaS
21828,Marketplace
21828,SaaS
21828,Consumer
21817,Fintech
21817,SaaS
21817,B2B
21816,Medical Devices
21816,3D Printing
21814,SaaS
21814,B2B
21812,Developer Tools
21812,Fintech
21800,Developer Tools
21800,IoT
21800,API
21799,Fintech
21799,Latin America
21799,SMB
21795,Developer Tools
21795,Analytics
21795,Open Source
21795,Time Series
21794,Developer Tools
21794,SaaS
21794,Open Source
21794,API
21791,Fintech
21791,SaaS
21791,Payments
21791,Supply Chain
21791,Transportation
21790,Fintech
21790,SaaS
21788,Climate
21788,Electric Vehicles
21787,Payments
21787,Scheduling
21784,Machine Learning
21784,Finance
21782,Developer Tools
21782,B2B
21782,Analytics
21782,Open Source
21782,Data Visualization
21781,SaaS
21781,Analytics
21781,Data Engineering
21777,Personalization
21777,E-commerce
21777,Fashion
21772,Generative AI
21772,SaaS
21772,HR Tech
21772,Enterprise Software
21772,AI
21770,Developer Tools
21770,SaaS
21770,B2B
21770,Open Source
21769,Artificial Intelligence
21769,Developer Tools
21769,Machine Learning
21769,Computer Vision
21769,API
21768,Fintech
21768,Payments
21767,SaaS
21767,B2B
21767,Chatbot
21766,B2B
21766,Enterprise
21727,Fintech
21720,B2B
21720,Procurement
19932,SaaS
19932,B2B
19932,Open Source
19932,Data Engineering
19890,Hard Tech
19890,Hardware
19890,SaaS
19890,Open Source
19888,Education
19888,Fintech
13481,Fintech
13413,Fertility Tech
13413,Machine Learning
13413,Consumer Health Services
13338,Fertility Tech
13338,Medical Devices
13338,Telemedicine
13330,SaaS
13330,AI
13307,Artificial Intelligence
13307,Generative AI
13307,Computer Vision
13307,Design Tools
13307,API
13235,Marketplace
13235,B2B
13235,Supply Chain
13230,B2B
13230,Sales
13150,Developer Tools
13150,SaaS
13150,B2B
13150,No-code
13091,Developer Tools
13091,SaaS
13091,B2B
13091,Cloud Computing
13090,Marketplace
13090,Construction
22269,Education
22269,Entertainment
22269,Kids
22260,Productivity
22260,Note-taking
22252,Developer Tools
22252,SaaS
22252,B2B
22252,No-code
22250,E-commerce
22238,Developer Tools
22238,DevSecOps
22228,Grocery
22228,Delivery
22101,Education
22101,Entertainment
22101,Gaming
22063,Artificial Intelligence
22063,Automation
22055,SaaS
22055,E-commerce
