id,industry
881,Construction
875,B2B
875,Legal
874,Consumer
874,"Travel, Leisure and Tourism"
863,Fintech
863,Banking and Exchange
982,Industrials
982,Automotive
1005,Fintech
1005,Consumer Finance
1058,B2B
1058,Retail
1067,Healthcare
1067,Consumer Health and Wellness
1021,Fintech
1021,Payments
1091,B2B
1091,"Engineering, Product and Design"
1042,B2B
1042,Retail
1103,Consumer
1103,Food and Beverage
999,B2B
999,Retail
997,B2B
997,"Engineering, Product and Design"
996,B2B
996,Productivity
995,Consumer
995,Consumer Electronics
994,Education
991,B2B
990,Consumer
990,Transportation Services
989,Consumer
989,Home and Personal
988,Healthcare
988,Medical Devices
987,B2B
987,Sales
985,B2B
985,"Engineering, Product and Design"
984,B2B
984,Finance and Accounting
978,B2B
978,Recruiting and Talent
977,B2B
977,"Engineering, Product and Design"
974,Consumer
974,Consumer Electronics
973,B2B
973,Human Resources
972,B2B
972,Infrastructure
1214,B2B
1214,Security
1101,Healthcare
1101,Consumer Health and Wellness
1100,Healthcare
1100,Drug Discovery and Delivery
1097,Healthcare
1097,Industrial Bio
1096,Government
1093,Industrials
1093,Aviation and Space
1086,B2B
1086,Finance and Accounting
1082,B2B
1082,Infrastructure
1081,Industrials
1081,Aviation and Space
1080,Industrials
1080,Aviation and Space
1079,B2B
1079,"Engineering, Product and Design"
1076,Consumer
1076,Social
1068,B2B
1068,"Engineering, Product and Design"
1065,Consumer
1065,Gaming
1063,Industrials
1063,Energy
1056,B2B
1056,Infrastructure
1053,Healthcare
1053,Healthcare Services
1052,B2B
1052,Supply Chain and Logistics
1051,Industrials
1051,Manufacturing and Robotics
1049,Consumer
1049,Apparel and Cosmetics
1047,B2B
1047,Marketing
1044,B2B
1044,Marketing
1043,B2B
1043,Security
1041,B2B
1041,Analytics
1038,B2B
1038,"Engineering, Product and Design"
1037,Consumer
1037,Apparel and Cosmetics
1034,B2B
1034,Productivity
1033,B2B
1033,Marketing
1032,B2B
1032,Security
1030,Healthcare
1030,Diagnostics
1028,B2B
1028,Productivity
1022,B2B
1020,B2B
1020,Marketing
1018,B2B
1018,Productivity
1016,Government
1012,Industrials
1012,Agriculture
1010,B2B
1010,Productivity
1009,B2B
1009,Office Management
1007,Consumer
1007,Home and Personal
1006,Consumer
1006,Social
979,Fintech
979,Credit and Lending
1099,Healthcare
1099,Healthcare IT
1089,Consumer
1089,Apparel and Cosmetics
1088,B2B
1088,Retail
1084,B2B
1084,Sales
1074,Healthcare
1074,Medical Devices
1057,B2B
1057,Infrastructure
1054,Fintech
1054,Credit and Lending
1050,Fintech
1050,Banking and Exchange
1048,B2B
1048,Productivity
1025,B2B
1025,Office Management
1019,B2B
1019,Marketing
1017,Industrials
1017,Energy
1014,Healthcare
1014,Diagnostics
1013,Education
1004,Healthcare
1004,Healthcare IT
1000,Healthcare
1000,Diagnostics
998,Fintech
998,Asset Management
986,Fintech
986,Asset Management
983,Consumer
983,Food and Beverage
980,Consumer
980,Consumer Electronics
976,B2B
976,Human Resources
1095,Healthcare
1095,Healthcare Services
1087,B2B
1087,Retail
1085,Consumer
1085,Social
1083,B2B
1083,Recruiting and Talent
1077,B2B
1077,Sales
1075,Consumer
1075,Gaming
1073,B2B
1073,"Engineering, Product and Design"
1072,Consumer
1072,Consumer Electronics
1070,Consumer
1070,Apparel and Cosmetics
1069,B2B
1069,"Engineering, Product and Design"
1066,Industrials
1066,Agriculture
1064,B2B
1064,Supply Chain and Logistics
1062,Fintech
1062,Insurance
1061,Consumer
1061,Home and Personal
1060,B2B
1060,Sales
1059,Healthcare
1059,Consumer Health and Wellness
1046,Healthcare
1046,Healthcare IT
1045,Consumer
1045,Home and Personal
1040,B2B
1040,Security
1039,B2B
1039,Analytics
1035,Consumer
1035,Virtual and Augmented Reality
1031,Real Estate and Construction
1031,Housing and Real Estate
1029,Real Estate and Construction
1029,Housing and Real Estate
1027,Real Estate and Construction
1027,Construction
1026,Industrials
1026,Automotive
1024,Healthcare
1024,Consumer Health and Wellness
1023,Healthcare
1023,Diagnostics
1011,Healthcare
1011,Medical Devices
1008,Healthcare
1008,Consumer Health and Wellness
1003,Fintech
1003,Insurance
1002,B2B
1002,"Engineering, Product and Design"
1001,Consumer
1001,Consumer Electronics
1433,B2B
1433,"Engineering, Product and Design"
1270,Consumer
1270,Content
1266,B2B
1266,Retail
1352,Consumer
1352,Consumer Electronics
1294,B2B
1294,"Engineering, Product and Design"
1347,B2B
1347,Infrastructure
1344,Healthcare
1344,Healthcare IT
1343,Consumer
1343,"Travel, Leisure and Tourism"
1340,Education
1339,Education
1300,Industrials
1300,Drones
1299,B2B
1299,Sales
1298,Consumer
1298,Transportation Services
1297,Consumer
1297,Content
1287,B2B
1287,Marketing
1286,Consumer
1286,Social
1284,Fintech
1284,Payments
1277,Fintech
1277,Consumer Finance
1276,Consumer
1276,Apparel and Cosmetics
1275,Industrials
1275,Energy
1274,Fintech
1274,Credit and Lending
1272,Healthcare
1271,Consumer
1271,Home and Personal
1269,Consumer
1269,Home and Personal
1265,Real Estate and Construction
1265,Construction
1264,Consumer
1264,Home and Personal
1252,B2B
1252,Operations
1251,Healthcare
1251,Industrial Bio
1249,Fintech
1249,Credit and Lending
1243,Healthcare
1243,Diagnostics
1239,Consumer
1239,Home and Personal
1233,Industrials
1233,Manufacturing and Robotics
1229,Consumer
1229,Home and Personal
1226,Fintech
1226,Banking and Exchange
1225,Fintech
1225,Credit and Lending
1224,B2B
1213,Education
1210,B2B
1206,B2B
1206,Supply Chain and Logistics
1205,Consumer
1202,Consumer
1202,Consumer Electronics
1201,Industrials
1201,Climate
1200,Consumer
1200,Home and Personal
1188,Healthcare
1188,Healthcare Services
1187,B2B
1187,Human Resources
1184,B2B
1184,Supply Chain and Logistics
1183,B2B
1181,Industrials
1181,Aviation and Space
1436,B2B
1436,"Engineering, Product and Design"
1431,Real Estate and Construction
1431,Housing and Real Estate
1341,Real Estate and Construction
1341,Housing and Real Estate
1289,B2B
1289,Productivity
1288,B2B
1288,Sales
1285,B2B
1247,B2B
1247,Retail
1245,Education
1244,B2B
1244,Finance and Accounting
1241,Consumer
1241,Gaming
1237,B2B
1237,Productivity
1234,Consumer
1234,Social
1230,Consumer
1230,Home and Personal
1222,B2B
1222,"Engineering, Product and Design"
1221,Industrials
1221,Drones
1211,Consumer
1211,Home and Personal
1182,Government
1501,Industrials
1501,Automotive
1437,Consumer
1437,Virtual and Augmented Reality
1432,Consumer
1432,Home and Personal
1304,Industrials
1304,Drones
1303,Fintech
1303,Banking and Exchange
1301,B2B
1301,Productivity
1283,Consumer
1283,Home and Personal
1282,Industrials
1282,Energy
1280,Education
1279,Consumer
1278,B2B
1278,Finance and Accounting
1273,Industrials
1273,Automotive
1268,Consumer
1268,Social
1267,Consumer
1267,"Travel, Leisure and Tourism"
1250,Healthcare
1250,Consumer Health and Wellness
1248,Healthcare
1248,Healthcare Services
1242,Consumer
1242,Social
1240,Industrials
1240,Manufacturing and Robotics
1238,Consumer
1238,Transportation Services
1236,Healthcare
1235,Healthcare
1235,Diagnostics
1231,B2B
1231,Marketing
1228,B2B
1228,Retail
1227,Consumer
1227,Apparel and Cosmetics
1223,B2B
1223,Security
1220,B2B
1220,Finance and Accounting
1219,Consumer
1219,Apparel and Cosmetics
1218,Consumer
1218,Consumer Electronics
1209,Healthcare
1209,Healthcare IT
1208,Consumer
1208,Food and Beverage
1203,B2B
1203,Finance and Accounting
1191,Healthcare
1191,Healthcare IT
1189,B2B
1189,"Engineering, Product and Design"
1186,B2B
1186,Retail
1185,Real Estate and Construction
1185,Construction
1180,B2B
1180,Retail
1556,Fintech
1556,Banking and Exchange
1480,Healthcare
1480,Healthcare Services
1543,B2B
1543,Retail
1451,B2B
1451,Human Resources
1581,Healthcare
1581,Therapeutics
1573,B2B
1573,Human Resources
1564,B2B
1564,Productivity
1560,Healthcare
1560,Drug Discovery and Delivery
1557,Consumer
1557,Social
1555,Education
1554,Healthcare
1554,Healthcare IT
1551,Healthcare
1551,Drug Discovery and Delivery
1541,B2B
1541,Office Management
1540,Fintech
1540,Credit and Lending
1535,Consumer
1532,Healthcare
1532,Diagnostics
1530,B2B
1530,"Engineering, Product and Design"
1528,Healthcare
1527,Fintech
1527,Payments
1524,Industrials
1524,Manufacturing and Robotics
1523,Real Estate and Construction
1523,Housing and Real Estate
1522,Industrials
1522,Climate
1521,B2B
1521,Security
1520,Healthcare
1520,Healthcare Services
1519,Consumer
1519,Home and Personal
1517,B2B
1517,Human Resources
1515,B2B
1515,Infrastructure
1513,Healthcare
1513,Industrial Bio
1512,B2B
1512,Supply Chain and Logistics
1510,B2B
1510,Marketing
1509,Healthcare
1509,Healthcare Services
1507,Fintech
1507,Payments
1506,Healthcare
1506,Healthcare IT
1503,Fintech
1503,Credit and Lending
1502,Real Estate and Construction
1502,Housing and Real Estate
1500,Industrials
1500,Aviation and Space
1498,B2B
1496,Healthcare
1496,Healthcare IT
1490,B2B
1488,Government
1487,B2B
1487,Security
1484,B2B
1484,Marketing
1482,Fintech
1482,Banking and Exchange
1475,Consumer
1473,B2B
1473,Sales
1472,Consumer
1472,Content
1468,Industrials
1468,Manufacturing and Robotics
1464,Fintech
1464,Insurance
1463,Real Estate and Construction
1463,Housing and Real Estate
1462,Consumer
1462,Job and Career Services
1461,Healthcare
1461,Consumer Health and Wellness
1458,Healthcare
1458,Healthcare IT
1455,Healthcare
1455,Consumer Health and Wellness
1450,B2B
1450,Recruiting and Talent
1448,Industrials
1448,Manufacturing and Robotics
1444,Industrials
1444,Agriculture
1443,Consumer
1443,Social
1442,Consumer
1442,Home and Personal
1438,B2B
1438,Sales
1563,B2B
1563,Operations
1559,B2B
1559,Infrastructure
1549,Education
1539,B2B
1539,"Engineering, Product and Design"
1536,B2B
1536,Infrastructure
1529,Consumer
1529,Food and Beverage
1526,B2B
1526,Retail
1525,Consumer
1525,Content
1516,B2B
1516,Productivity
1514,B2B
1514,Office Management
1511,Consumer
1511,Food and Beverage
1505,B2B
1505,Office Management
1489,Fintech
1489,Consumer Finance
1486,B2B
1486,Infrastructure
1479,Consumer
1479,Virtual and Augmented Reality
1478,Consumer
1478,Transportation Services
1466,B2B
1466,"Engineering, Product and Design"
1459,Consumer
1459,Home and Personal
1457,Industrials
1457,Drones
1456,B2B
1456,Supply Chain and Logistics
1454,Fintech
1454,Asset Management
1452,Industrials
1452,Automotive
1446,B2B
1446,Sales
1441,Healthcare
1441,Consumer Health and Wellness
1550,B2B
1550,Analytics
1547,B2B
1547,Productivity
1542,Consumer
1542,Home and Personal
1538,Industrials
1538,Manufacturing and Robotics
1534,B2B
1534,Operations
1533,B2B
1533,Marketing
1518,B2B
1518,"Engineering, Product and Design"
1508,Fintech
1508,Consumer Finance
1504,Industrials
1504,Manufacturing and Robotics
1497,B2B
1497,Retail
1495,Consumer
1493,B2B
1493,Recruiting and Talent
1492,B2B
1492,Productivity
1491,Healthcare
1491,Diagnostics
1485,Healthcare
1485,Medical Devices
1483,B2B
1483,Productivity
1481,B2B
1481,Office Management
1477,Consumer
1477,Home and Personal
1476,Consumer
1476,Food and Beverage
1474,Consumer
1474,Social
1471,Fintech
1471,Insurance
1467,Consumer
1467,Home and Personal
1465,Healthcare
1465,Consumer Health and Wellness
1460,Consumer
1460,Consumer Electronics
1453,Fintech
1453,Asset Management
1449,Real Estate and Construction
1449,Housing and Real Estate
1447,B2B
1447,Office Management
1445,Industrials
1445,Agriculture
1440,Real Estate and Construction
1440,Housing and Real Estate
1439,Industrials
1439,Agriculture
1616,B2B
1616,"Engineering, Product and Design"
1688,Healthcare
1688,Consumer Health and Wellness
1713,Fintech
1713,Payments
1705,B2B
1705,Recruiting and Talent
1703,B2B
1703,Productivity
1702,B2B
1702,Analytics
1700,B2B
1700,Recruiting and Talent
1696,Healthcare
1696,Therapeutics
1694,B2B
1694,Recruiting and Talent
1693,Government
1692,B2B
1692,Finance and Accounting
1690,Fintech
1690,Insurance
1687,B2B
1687,Infrastructure
1684,Industrials
1684,Automotive
1682,B2B
1682,Sales
1680,Industrials
1680,Automotive
1677,Consumer
1677,Social
1673,B2B
1673,Retail
1671,B2B
1671,"Engineering, Product and Design"
1665,Healthcare
1665,Diagnostics
1664,Industrials
1664,Aviation and Space
1663,B2B
1663,Security
1662,Industrials
1662,Manufacturing and Robotics
1658,B2B
1658,Supply Chain and Logistics
1652,Fintech
1652,Asset Management
1651,Industrials
1651,Climate
1647,Fintech
1647,Payments
1646,Healthcare
1646,Diagnostics
1645,Industrials
1645,Aviation and Space
1643,Industrials
1643,Agriculture
1642,Healthcare
1642,Medical Devices
1641,Healthcare
1641,Consumer Health and Wellness
1639,Consumer
1639,Food and Beverage
1638,Healthcare
1638,Consumer Health and Wellness
1636,Real Estate and Construction
1636,Construction
1635,Healthcare
1635,Healthcare IT
1630,B2B
1630,Security
1629,Fintech
1629,Banking and Exchange
1621,Industrials
1621,Climate
1619,Healthcare
1619,Healthcare Services
1618,Consumer
1618,Social
1615,Consumer
1615,Food and Beverage
1614,Industrials
1614,Drones
1611,Fintech
1611,Insurance
1610,Healthcare
1610,Diagnostics
1609,Education
1608,Consumer
1608,Home and Personal
1604,Education
1603,B2B
1603,Retail
1602,Real Estate and Construction
1602,Construction
1600,Healthcare
1600,Healthcare IT
1599,Consumer
1599,Social
1598,Healthcare
1598,Healthcare IT
1596,B2B
1596,Sales
1595,Consumer
1594,Education
1593,Real Estate and Construction
1593,Construction
1587,Real Estate and Construction
1587,Housing and Real Estate
1586,Consumer
1586,Food and Beverage
1584,Fintech
1584,Banking and Exchange
1583,Industrials
1583,Drones
1580,Fintech
1576,Fintech
1576,Insurance
1109,Healthcare
1109,Diagnostics
1715,B2B
1715,"Engineering, Product and Design"
1714,Fintech
1714,Credit and Lending
1697,Consumer
1697,Apparel and Cosmetics
1695,Real Estate and Construction
1695,Housing and Real Estate
1691,B2B
1691,Security
1689,B2B
1689,"Engineering, Product and Design"
1678,B2B
1678,Recruiting and Talent
1675,Consumer
1675,Content
1674,Education
1670,Fintech
1670,Payments
1668,Fintech
1668,Credit and Lending
1666,B2B
1666,Operations
1657,Fintech
1657,Consumer Finance
1656,Consumer
1656,Gaming
1648,Fintech
1648,Insurance
1644,B2B
1644,Marketing
1633,B2B
1633,Productivity
1632,B2B
1632,Productivity
1631,Consumer
1631,Social
1626,Consumer
1626,Virtual and Augmented Reality
1625,Consumer
1625,"Travel, Leisure and Tourism"
1620,Healthcare
1620,Healthcare IT
1617,Education
1601,Consumer
1601,Consumer Electronics
1597,Consumer
1597,Transportation Services
1592,Consumer
1592,Home and Personal
1591,Consumer
1591,Content
1588,B2B
1588,Retail
1582,Education
1578,Government
1712,Consumer
1712,Transportation Services
1704,Industrials
1704,Energy
1701,Healthcare
1701,Healthcare Services
1698,Real Estate and Construction
1698,Housing and Real Estate
1686,Healthcare
1686,Diagnostics
1685,Consumer
1685,Social
1683,B2B
1683,Recruiting and Talent
1681,Consumer
1681,Gaming
1679,Consumer
1679,Social
1672,B2B
1672,Recruiting and Talent
1669,Consumer
1669,Virtual and Augmented Reality
1667,Industrials
1667,Climate
1661,Consumer
1661,Apparel and Cosmetics
1659,Industrials
1659,Agriculture
1655,Healthcare
1655,Diagnostics
1653,Consumer
1653,Social
1649,Consumer
1649,Social
1640,Government
1637,B2B
1637,Sales
1634,Healthcare
1634,Consumer Health and Wellness
1628,Consumer
1628,Home and Personal
1627,Healthcare
1627,Healthcare IT
1624,Consumer
1624,Job and Career Services
1623,Consumer
1623,Social
1622,Government
1613,B2B
1613,"Engineering, Product and Design"
1606,Consumer
1606,Gaming
1605,Consumer
1605,Gaming
1589,Consumer
1589,Job and Career Services
1585,Industrials
1585,Energy
1579,Industrials
1579,Aviation and Space
1793,B2B
1793,Security
1743,Industrials
1743,Agriculture
1839,Fintech
1654,Fintech
1654,Insurance
1882,Consumer
1882,Food and Beverage
1879,B2B
1879,"Engineering, Product and Design"
1878,B2B
1878,Marketing
1877,Healthcare
1877,Healthcare Services
1876,B2B
1876,"Engineering, Product and Design"
1875,Industrials
1875,Drones
1872,Consumer
1871,B2B
1871,Human Resources
1869,B2B
1869,Human Resources
1868,Fintech
1868,Credit and Lending
1867,B2B
1867,Finance and Accounting
1866,Healthcare
1866,Medical Devices
1865,Healthcare
1865,Therapeutics
1863,B2B
1863,Security
1861,Consumer
1861,Social
1860,Consumer
1860,Home and Personal
1859,B2B
1859,Sales
1856,Healthcare
1856,Industrial Bio
1849,Healthcare
1849,Consumer Health and Wellness
1847,Healthcare
1847,Medical Devices
1844,Consumer
1844,Content
1842,Healthcare
1842,Healthcare Services
1840,Healthcare
1840,Healthcare IT
1838,Real Estate and Construction
1838,Construction
1837,B2B
1837,Recruiting and Talent
1836,Industrials
1836,Manufacturing and Robotics
1835,Consumer
1835,Virtual and Augmented Reality
1834,Fintech
1834,Payments
1833,Fintech
1833,Insurance
1832,Fintech
1832,Consumer Finance
1829,Healthcare
1829,Healthcare Services
1828,B2B
1828,Marketing
1826,Consumer
1826,Gaming
1819,Consumer
1819,Food and Beverage
1818,B2B
1818,Legal
1815,Consumer
1815,Gaming
1814,Healthcare
1814,Healthcare Services
1810,Fintech
1810,Banking and Exchange
1809,Education
1808,Consumer
1808,Content
1805,Consumer
1805,"Travel, Leisure and Tourism"
1802,Consumer
1802,Content
1800,Consumer
1800,Virtual and Augmented Reality
1798,Consumer
1798,Home and Personal
1795,B2B
1795,Retail
1794,Consumer
1794,Virtual and Augmented Reality
1790,B2B
1787,B2B
1787,Human Resources
1785,B2B
1785,Retail
1784,B2B
1784,"Engineering, Product and Design"
1783,Consumer
1783,Apparel and Cosmetics
1781,B2B
1781,Security
1779,Healthcare
1779,Consumer Health and Wellness
1778,B2B
1778,Supply Chain and Logistics
1777,Healthcare
1777,Medical Devices
1775,Healthcare
1775,Therapeutics
1773,Healthcare
1773,Therapeutics
1771,Healthcare
1771,Healthcare Services
1769,Government
1768,Healthcare
1768,Therapeutics
1767,Healthcare
1767,Therapeutics
1763,Government
1761,Education
1760,Healthcare
1760,Drug Discovery and Delivery
1757,Healthcare
1757,Drug Discovery and Delivery
1754,Real Estate and Construction
1754,Housing and Real Estate
1753,Industrials
1753,Manufacturing and Robotics
1752,B2B
1752,Finance and Accounting
1750,B2B
1750,Recruiting and Talent
1749,Fintech
1748,B2B
1748,Productivity
1747,B2B
1746,Healthcare
1746,Drug Discovery and Delivery
1745,B2B
1745,Analytics
1744,B2B
1744,Finance and Accounting
1739,B2B
1739,Operations
1736,B2B
1736,Infrastructure
1735,Industrials
1735,Agriculture
1734,B2B
1732,B2B
1732,"Engineering, Product and Design"
1731,Healthcare
1731,Healthcare IT
1730,Industrials
1730,Agriculture
1729,Consumer
1729,Gaming
1728,B2B
1728,Recruiting and Talent
1727,B2B
1727,Security
1725,Consumer
1725,Social
1724,Consumer
1724,Virtual and Augmented Reality
1723,Consumer
1721,Consumer
1721,Food and Beverage
1874,Fintech
1874,Consumer Finance
1870,B2B
1870,Human Resources
1858,B2B
1858,Infrastructure
1852,Consumer
1852,Social
1843,Healthcare
1843,Healthcare IT
1841,B2B
1841,Marketing
1830,B2B
1830,Analytics
1827,B2B
1827,Recruiting and Talent
1824,Real Estate and Construction
1824,Housing and Real Estate
1821,B2B
1821,Security
1816,B2B
1816,Legal
1807,Education
1806,Fintech
1806,Payments
1791,Healthcare
1791,Diagnostics
1789,Healthcare
1789,Healthcare Services
1782,B2B
1782,"Engineering, Product and Design"
1780,Consumer
1780,Social
1774,Education
1766,B2B
1766,"Engineering, Product and Design"
1762,Healthcare
1762,Healthcare IT
1759,Healthcare
1759,Healthcare IT
1751,B2B
1751,Marketing
1741,B2B
1741,Productivity
1726,Consumer
1726,Gaming
1881,Consumer
1881,Food and Beverage
1864,Consumer
1864,"Travel, Leisure and Tourism"
1857,B2B
1857,Productivity
1855,Fintech
1855,Banking and Exchange
1854,Consumer
1854,Apparel and Cosmetics
1853,B2B
1853,"Engineering, Product and Design"
1851,B2B
1851,"Engineering, Product and Design"
1845,B2B
1845,Legal
1831,B2B
1831,"Engineering, Product and Design"
1825,Industrials
1825,Manufacturing and Robotics
1823,Industrials
1823,Manufacturing and Robotics
1822,B2B
1822,Productivity
1820,Consumer
1820,Food and Beverage
1813,B2B
1813,"Engineering, Product and Design"
1804,B2B
1804,"Engineering, Product and Design"
1801,B2B
1801,"Engineering, Product and Design"
1799,Consumer
1797,B2B
1797,Supply Chain and Logistics
1796,Consumer
1796,Home and Personal
1792,Consumer
1792,Social
1786,B2B
1786,"Engineering, Product and Design"
1776,Consumer
1776,Content
1772,Consumer
1772,Content
1770,B2B
1770,Retail
1764,Consumer
1764,Transportation Services
1758,Healthcare
1758,Healthcare IT
1756,B2B
1756,Infrastructure
1738,Consumer
1738,Home and Personal
1737,Consumer
1737,Social
1733,Consumer
1733,Food and Beverage
1993,Industrials
1993,Aviation and Space
1886,Consumer
1886,Apparel and Cosmetics
2037,Education
2034,B2B
2034,"Engineering, Product and Design"
2033,Fintech
2033,Payments
2032,Fintech
2032,Payments
2031,Healthcare
2031,Therapeutics
2030,Real Estate and Construction
2030,Housing and Real Estate
2029,Healthcare
2029,Therapeutics
2028,Healthcare
2028,Therapeutics
2027,Healthcare
2027,Therapeutics
2026,B2B
2026,Productivity
2025,Consumer
2025,Home and Personal
2024,Industrials
2024,Agriculture
2023,B2B
2023,Retail
2022,Fintech
2022,Consumer Finance
2020,Healthcare
2020,Consumer Health and Wellness
2018,Education
2017,B2B
2015,Healthcare
2015,Drug Discovery and Delivery
2014,B2B
2014,Marketing
2012,Fintech
2012,Asset Management
2011,Fintech
2011,Banking and Exchange
2009,B2B
2009,Supply Chain and Logistics
2007,Fintech
2007,Payments
2006,Healthcare
2006,Healthcare IT
2005,Industrials
2005,Agriculture
2004,B2B
2004,Supply Chain and Logistics
2003,Healthcare
2003,Healthcare IT
2001,B2B
2001,Retail
1998,B2B
1998,Human Resources
1995,Real Estate and Construction
1995,Housing and Real Estate
1994,Healthcare
1994,Healthcare Services
1992,Fintech
1992,Consumer Finance
1991,B2B
1991,Human Resources
1990,B2B
1989,Consumer
1989,Food and Beverage
1988,Fintech
1988,Credit and Lending
1984,Consumer
1984,Food and Beverage
1979,B2B
1979,Operations
1978,Healthcare
1978,Healthcare IT
1977,Healthcare
1977,Healthcare IT
1971,Healthcare
1971,Diagnostics
1970,Fintech
1970,Banking and Exchange
1969,B2B
1969,Supply Chain and Logistics
1967,Healthcare
1967,Industrial Bio
1966,Healthcare
1966,Healthcare Services
1965,Healthcare
1965,Healthcare Services
1964,Healthcare
1964,Industrial Bio
1963,Industrials
1963,Manufacturing and Robotics
1961,Consumer
1961,Gaming
1960,Fintech
1960,Banking and Exchange
1959,B2B
1959,Human Resources
1958,Consumer
1958,Food and Beverage
1957,B2B
1957,Productivity
1956,B2B
1956,Legal
1954,Government
1953,B2B
1950,Industrials
1950,Drones
1946,B2B
1943,Consumer
1943,Virtual and Augmented Reality
1942,B2B
1942,Human Resources
1941,Consumer
1941,Social
1940,B2B
1940,"Engineering, Product and Design"
1939,Healthcare
1939,Industrial Bio
1938,B2B
1938,Productivity
1936,B2B
1936,Productivity
1935,Healthcare
1935,Consumer Health and Wellness
1934,Industrials
1934,Drones
1933,Healthcare
1933,Diagnostics
1932,Healthcare
1932,Diagnostics
1931,Healthcare
1931,Therapeutics
1930,Consumer
1930,Food and Beverage
1929,Healthcare
1929,Industrial Bio
1927,Education
1924,B2B
1924,Operations
1923,B2B
1923,Analytics
1922,Healthcare
1922,Healthcare IT
1918,Industrials
1918,Manufacturing and Robotics
1917,B2B
1917,Infrastructure
1916,Healthcare
1916,Diagnostics
1914,Fintech
1914,Asset Management
1910,B2B
1910,Infrastructure
1908,B2B
1908,Operations
1907,B2B
1907,"Engineering, Product and Design"
1903,B2B
1903,"Engineering, Product and Design"
1901,Healthcare
1901,Consumer Health and Wellness
1900,Fintech
1900,Payments
1899,Healthcare
1899,Consumer Health and Wellness
1897,B2B
1897,"Engineering, Product and Design"
1893,B2B
1893,Finance and Accounting
1892,Healthcare
1892,Industrial Bio
1891,B2B
1891,Finance and Accounting
1889,Fintech
1884,Healthcare
1884,Healthcare Services
2013,Consumer
2013,Transportation Services
2002,Fintech
1981,Healthcare
1981,Drug Discovery and Delivery
1976,Healthcare
1976,Healthcare IT
1975,Real Estate and Construction
1975,Housing and Real Estate
1955,B2B
1955,Recruiting and Talent
1951,B2B
1951,"Engineering, Product and Design"
1949,Healthcare
1949,Diagnostics
1947,B2B
1947,"Engineering, Product and Design"
1925,B2B
1925,"Engineering, Product and Design"
1909,Consumer
1909,Social
1902,Consumer
1902,Gaming
1888,Industrials
1888,Automotive
1883,Healthcare
1883,Medical Devices
2021,Healthcare
2021,Therapeutics
2016,Healthcare
2016,Therapeutics
2008,B2B
2008,Human Resources
1973,Consumer
1973,Social
1972,B2B
1972,Finance and Accounting
1952,Consumer
1952,Food and Beverage
1948,Consumer
1948,Home and Personal
1945,B2B
1945,"Engineering, Product and Design"
1937,B2B
1937,Marketing
1928,Healthcare
1928,Industrial Bio
1926,Healthcare
1926,Healthcare Services
1921,Consumer
1921,Virtual and Augmented Reality
1920,Consumer
1920,Food and Beverage
1915,B2B
1915,Marketing
1912,B2B
1912,Retail
1911,B2B
1911,"Engineering, Product and Design"
1905,B2B
1905,"Engineering, Product and Design"
1904,Consumer
1904,Apparel and Cosmetics
1896,Industrials
1896,Automotive
1894,Education
1890,B2B
1890,"Engineering, Product and Design"
1885,Healthcare
1885,Consumer Health and Wellness
1873,B2B
1873,Productivity
12064,B2B
12064,Finance and Accounting
12237,B2B
12237,Supply Chain and Logistics
2019,B2B
2019,"Engineering, Product and Design"
12393,Consumer
12393,Food and Beverage
12374,Education
12373,B2B
12373,Supply Chain and Logistics
12371,Consumer
12371,Content
12361,Healthcare
12361,Consumer Health and Wellness
12358,Consumer
12358,Food and Beverage
12356,B2B
12356,Analytics
12355,Healthcare
12355,Therapeutics
12352,Consumer
12352,Food and Beverage
12325,Consumer
12325,Food and Beverage
12300,Fintech
12300,Consumer Finance
12299,Consumer
12299,Content
12297,Fintech
12287,Industrials
12287,Energy
12286,Healthcare
12286,Therapeutics
12283,Consumer
12283,Job and Career Services
12282,B2B
12282,Operations
12281,Consumer
12281,Social
12280,B2B
12280,"Engineering, Product and Design"
12279,B2B
12279,Operations
12278,Fintech
12278,Banking and Exchange
12276,B2B
12276,Operations
12274,Healthcare
12274,Consumer Health and Wellness
12273,Fintech
12273,Banking and Exchange
12272,Government
12267,Industrials
12267,Automotive
12266,B2B
12266,"Engineering, Product and Design"
12264,B2B
12264,Supply Chain and Logistics
12263,Consumer
12263,Gaming
12262,Fintech
12262,Payments
12261,Consumer
12261,Transportation Services
12259,Healthcare
12259,Consumer Health and Wellness
12257,Consumer
12257,Home and Personal
12256,B2B
12256,"Engineering, Product and Design"
12255,Consumer
12255,Food and Beverage
12251,B2B
12251,Recruiting and Talent
12250,Consumer
12250,Food and Beverage
12249,Fintech
12249,Asset Management
12248,Fintech
12248,Credit and Lending
12247,Consumer
12247,"Travel, Leisure and Tourism"
12246,B2B
12246,Productivity
12245,Education
12244,Fintech
12244,Credit and Lending
12242,Education
12236,Fintech
12236,Banking and Exchange
12235,Fintech
12235,Asset Management
12234,Education
12210,Healthcare
12210,Therapeutics
12175,B2B
12175,Productivity
12136,Consumer
12136,Home and Personal
12124,Healthcare
12124,Diagnostics
12119,Fintech
12119,Banking and Exchange
12096,Industrials
12096,Climate
12095,Fintech
12095,Consumer Finance
12094,Education
12093,B2B
12093,"Engineering, Product and Design"
12092,B2B
12092,Operations
12091,B2B
12091,"Engineering, Product and Design"
12089,Industrials
12089,Aviation and Space
12088,B2B
12088,Supply Chain and Logistics
